index_label,comment,rank_scores
120,"""holy cow  what a piece of sh*t this movie is. i didn't how these filmmakers could take a 250 word book and turn it into a movie. i guess they didn't know either! i don't remember any farting or belching in the book  do you?<br /><br />they took this all times childrens classic  added some farting  belching and sexual inuindo  and prostituted it into a kaka joke. this should give you a good idea of what these hollywood producers think like. i have to say  visually it was interesting  but the brilliant visual story is ruined by toilet humor (if you even think that kind of thing is funny) i don't want the kids that i know to think it is.<br /><br />don't take your kids to see  don't rent the dvd. i hope the ghost of doctor suess ghost comes and haunts the people that made this movie.""",2
474,"""so your bairns are away on a sleep-over ? the wife is visiting the mother in law? you though are at home. it's a dark and stormy night and there is no football on the telly and the dishwasher needs stacking? so now what are you going to do? <br /><br />i will tell you! <br /><br />go make an old fashioned cocoa (frys is best!)get hold of some ginger nuts and sit down in front of the dvd. now go select and play arthur askeys world war two thriller/horror the ghost train  return to that comfortable settee and enjoy the night in!<br /><br />the ghost train is a genuine british war time classic! arthur askey with his side kick stinker murdoch  entertain you and i suspect the cast  to a high octane  thrills and spills  espionage thriller.it's set in old rural england during the second world war.<br /><br />it centres around a motley group of people that need to stay overnight  through circumstances outside any ones' control  in an old railway waiting room that they discover is haunted by an old train.<br /><br />the plot unfolds neatly and precisely and is a credit to the entire cast it is humorous in parts and at times genuinely scary! <br /><br />(the tale was written by that old boy godfrey of dads army fame and it is clever )<br /><br />arthur askey is entertaining and is very at home preforming his routines to you and the cast  he also shows he can act a bit! the cast are never out staged though  even the railway porter and the parrot help give the film the necessary gravitas.<br /><br />oh and when it ends please remember to stack the dish washer!""",2
254,"""ghost story (the tv movie--1972) was the pilot for the nbc series. the movie was well-written and well-acted and  i thought  when the 1972-73 tv season started  if the tv series is half as good as the movie  then nbc has a winner. (i wish this film was available on video!!) the series was a colossal disappointment--even with william castle as exec. producer. if  however you have a chance to see the original tv movie  ghost story  check it out. you won't be disappointed.""",2
472,"""okay  """"pretty good"""" doesn't scream rent me but i was surprised at how much i enjoyed campfire tales. while by no means a classic the directors involved do have an idea what suspense is. the scares don't just jump out at you but instead the directors build steadily to the climatic moments. the film is based upon popular urban legends and ghost stories. the writers have updated the tales rather well and twisted them just enough that the familiar endings still pack a punch. the best of the shorts are """"the honeymoon"""" and """"people can lick too""""  i enjoyed both as they have nice suspense throughout each story. """"the locket"""" was a good ghost story and the wrap around """"the campfire"""" is pretty good too except they go for one too many twists at the end. the only disappointing segment is """"the hook"""" which is fine because it's pretty short anyway. overall i give this a 7 out of 10. it has suspense  which is lacking from most horror movies today  and good acting by the cast. it may not rate up there with halloween and the exorcist but it's a good little movie well worth the price of a rental.""",2
470,"""after just 15 minutes into this film  i began to miss zhang yimou's earlier  more weighty films that looked at the politics and society of china from unique perspectives. his turn to martial arts films was a serious misstep in my humble opinion. hero was his worst film since operation cougar  with a needlessly complex story and acting more wooden than that found in a john agar film. shi mian mai fu is no different. as an american who has been studying chinese films for a few years now (and understands and can speak some mandarin)  i'm sure my opinion is different from many others as i'm coming from a different background. smmf  like hero  is not really a traditional a kung fu film  and it's certainly not a wuxia pian film. there are no sword & sorcery or chivalry elements here. this is a completely different vehicle than infinitely more watchable films such as a chinese ghost story (all 3)  the butterfly murders  green snake  et al. while those all featured charismatic leads who looked like they were actually enjoying what they do  smmf features bland  and sometimes laughable  dialogue combined with cardboard acting. zhang ziyi plays a blind person about as well as ben affleck. there's an air of superiority with this film that's really quite insulting. it takes itself so seriously  it just becomes a huge joke by the end. all the actors look as though this is the most important piece of celluloid in history  they destroy any chance of actually conveying emotions  and the complete humorlessness of it really makes you wonder if zhang yimou was making a film per se  or simply a showcase (i.e. an """"ego booster"""") for zhang ziyi. the camera is literally making out with her face and she gets sexually assaulted not once but twice in the film. her acting range really hasn't extended past her ability to play a naive """"w""""itch. she's so concentrated on her acting  she comes across as cold and lifeless  as though she's reading her lines from a notecard. it's so funny to hear american critics and film people (like the completely clueless quentin tarantino) call this film a masterpiece. i guess if they see a bunch of asian actors on screen looking really important while flying through a bamboo forest  they're tricked into thinking it's brilliant film-making. ching siu tung's choreography  while still retaining his trademark style  editing  and postures  lacks the vitality and originality of his earlier films like a chinese ghost story  dragon inn  and duel to the death. sadly to say  the wirework in this film is really subpar  and if there's subpar/obvious wirework  then you probably shouldn't have filmed it at high speed. the same goes for the special effects which have a distinct b-movie feel to them. beans  daggers  bowls  arrows  swords  and other random objects fly through the air (after being thrown) with no regard for logic  turning  climbing  and banking as though there's a little pilot inside. i know that logic doesn't really hold a place in stylized chinese martial arts films  but if you don't want to induce a mass amount of giggling from your audience  then you should probably work on your compositing a bit more. mass melodrama  unintentionally funny dramatic moments  boring fight scenes  really uninspired plot twists are what await you with shi mian mai fu. it's obvious that zhang yimou is no longer making movies for chinese audiences. this is meant to crack into the western market just as cthd did. after watching hero and smmf  i've come to the conclusion that if zhang yimou wants to make hollywood films  he's definitely off to the right start. smmf is basically the phantom menace of chinese martial arts films. and i thought hero was bad.""",2
242,"""from the acting to cardone's direction  this new twist on the familiar ghost's been-done-wrong theme  will keep you glued to your seat. slow at times because it builds this 'what's gonna happen' tension. medium-well on gore but what there is nicely nasty. spoiler: the death of the jockhole and subsequent feast is a highlight for gore hounds.<br /><br />the writers crafted an old story but added twists and re-imagined you typical haunting. cardone brings it to life . . . er . . uh death.<br /><br />lori heuring  scout taylor-compton and the ever fabulous ben cross are real  no signs of acting here. everyone in the cast is committed and truly isn't that what any director strives for. the actors believe  so we believe.<br /><br />along with the traditional ghost story surprises the film is loaded with tons of atmosphere  from the mine  hank's house and the tunny home  there's a creeping fear from the first frame to the last.<br /><br />horror fans  do yourself a favor and enjoy what amounts to be one of the true horror movies out there today.<br /><br />i end with a big kudo to boaz davidson (story) ben nedivi (screenplay)for without inventive writers hollywood would be nothing but an ugly reality tv party.""",2
150,"""i recently saw the broadway revival of """"blithe spirit"""" starring angela lansbury  rupert everett  christine ebersole  and jayne atkinson. it's a terrific production  and shows what good actors can do with a play that is less than perfect. angela lansbury is extremely funny as madame arcati.<br /><br />it was probably a mistake  then  to check out the film version of the play starring rex harrison. the movie does not have the energy or the laughs of a good stage production.<br /><br />""""blithe spirit"""" is probably one of those plays that works better with a live cast  in an audience full of people who have come to laugh. the actors can improvise  give touches and nuances to their performance and delivery of the lines  and involve the audience on a personal level that you can't get in a movie house  or with a dvd showing  where the audience is separated from the story by the """"fourth wall."""" the story: charles condomine (rex harrison)  a successful writer  lives with his wife ruth (constance cummings) in a house in the english countryside. seeking information for his next book  a book dealing with the supernatural  charles invites madame arcati (margaret rutherford  reprising her role from the original 1941 london production)  a local spiritual medium  over to his house to conduct a séance. charles believes that spiritism is a sham  but hopes to pick up """"the tricks of the trade."""" but then madame arcati brings back the ghost of elvira (kaye hammond)  charles's first wife  who died of pneumonia seven years ago. elvira refuses to leave  and develops a spitting rivalry with ruth over charles (complicated by the fact that only charles can see or hear elvira).<br /><br />on stage  the actors can give performances that invite laughs in this situation. but on the screen  the actors in """"blithe spirit"""" tear through the lines as if they don't know that anyone is listening to them. they mumble lines that were designed to get laughs on the stage. the performances by harrison  cummings  and even kaye hammond are flat and lifeless. only margaret rutherford seems to have retained her spark and humor as madame arcati.<br /><br />the oscar-winning visual effects in the film are unimpressive -- not just by today's standards  but by the standards of 1946! they consist mostly of kaye hammond walking around in fluorescent green outfits and makeup  being photographed in special lighting to make her look like a glowing ghost.<br /><br />the cinematographer deserves some credit for creative lighting. but compare the dull visual effects of """"blithe spirit"""" to the truly groundbreaking effects in disney's """"song of the south"""" -- which was eligible for awards the same year. in """"south """" humans and animated characters share the screen seamlessly for minutes at a time. compared to """"south """" the oscar that """"blithe spirit"""" received for special effects was completely undeserved.<br /><br />at any rate  i can only encourage you to catch the broadway revival of this play with angela lansbury before it closes. as for the movie with rex harrison  skip it.""",2
133,"""ghost train is a fine and entertaining film  typical of the better british comedy chillers of the 1930s and 40s. the antics of comedian arthur askey are not as funny as they once apparently were  but this can be overcome by viewing him as a period piece or a curiosity.<br /><br />for a low-budget wartime production  ghost train is atmospheric  effective  and it provides some genuine suspense. great fun for a dark (and  yes  stormy) night. lighten up  take off the critic's hat  and enjoy.""",2
165,"""i am a huge horror fan  particularly spanish horror. this film had so many possibilities to be good. it's a marvelous idea  a vigilante ghost nun  as most of what has come out of jaume balangueró's mind. both visual and sound effects were also pretty good. but everything was shamefully spoiled by bad direction  awful casting and a painfully bad (exposition  exposition!) script. too bad. maybe balangueró should write and direct himself a remake...<br /><br />moreover  i don't really understand why this had to be spoken in english by actors who can't really speak english (and when they do  they do it so bad it just makes their performances even more fake). if you look at contemporary spanish horror films like el orfanato or rec  the performances are totally in tune with this type of stylish ghost story - and that is being realistic  being believable as someone like ourselves  like real people  because that is the only way horror achieves it's goal. unfortunately  everything failed in la monja.""",2
202,"""i saw this movie in my childhood. and after 10 years i did not remember anything about this movie but i found out it i also don't know how i was able to find out this movie. its my life. my all times favorite movie. my words will fall short of true meaning what i have inside for this movie. i follow this movie. it's a brilliant mix of fantasy  comedy  romance  horror  erotic  scary and martial arts. the story about the power of love is pretty touching and warm. it's a masterpiece of hong kong cinema.<br /><br />sinnui yauman  is without a doubt one of the best ghost stories ever made into film. written by songling pu and directed by siu-tung ching  a chinese ghost story has it all. ling choi sin played by leslie cheung is a young man down on his luck who goes in search of a monastery for lodging  deep in the woods  a place the villagers seem very afraid to go near. the trek alone is perilous with wolves  and a crazy taoist monk lives at the temple.<br /><br />ling choi sin meets tsing  a beautiful and mysterious young girl who also lives nearby in a deserted temple. she is forced to seduce men for her evil mistress  but when she meets innocent ling choi sin they fall in love.<br /><br />ling choi sin is sort of a bumbling fool but his heart is in the right place  while tsing tries to protect him from the other spirits in the woods  he tries to protect her from the monk who is trying to kill the spirits in the woods. there's great martial arts  even a monk that breaks out into drunken song as he performs ritual taoist sword forms. the movie does a lot of traditional old martial art films acrobatics  with magic and flying through the air  leaping from tree to tree  with elegant long gowns and scarves  but the movie genuinely flows  and everything is effective.<br /><br />tsing is to be married to a evil tree monster  which cant be good  and we feel her plight in her home where we meet her sisters and stepmother who is truly not nice.<br /><br />in the end they must fight a tree witch with a deadly tongue  and go with yin deep into the heart of hell to fight a thousand year old evil to save their souls  and bring ling's ashes back to her home for a proper burial so she may have a chance at reincarnation.<br /><br />a beautiful story that truly pays attention to details. one is touched in many ways by this movie  you'll laugh  cry  and just have fun with the great martial arts and cinematography. and though at the end  yin and ling choi sin ride off into the morning sun under a enchanting rainbow  we never know if tsing was afforded a reincarnation  but we do know her.""",2
200,"""they screwed up this story! in the end nell is all heroic and taking on for the team to save all their asses from hill house and a bunch of nonsense like that! they added heads getting chopped  wires cutting peoples faces  and the ceiling turning into a giant hand! what the hell is that about??? i own and love the original movie  i read the book and i love it! the reason why the original movie and the book are so great is because it scares you so much without even showing the ghost. there is no gore. there is no ceiling hand. it is only the ghost ad how ghosts can truly kill a person. they cannot kill us  they cannot throw us about the room or fly a knife into our head. no. they can only drive us mad. taking away all our senses of security. nell was a selfish woman. she only wanted good things for herself. yes  she cared a little for the others  but not too much. david self and jan de bont have taken a crap on this great story! i hate this damn remake!""",2
408,"""it's a ghost story. it's a cannibalism story. it's a revenge story. it's a very poorly done film with a lot of violence. i suppose it follows cheaply along the lines of every slasher movie you've ever seen. it has the usual isolated place  the cocky campers  heading off to the wilderness. granted  there are some pretty intense scenes. it's just so dull. bad editing and the whole works. there are ghost children who sound like they are talking into a wastebasket. i'm not really sure what rules the ghosts and the psycho with the seed cap are playing by. it also has the gross out scene where a man eats a piece of meat which is actually what's left of his wife. a friend of mine once asked me why it is necessary to show this kind of gratuitous  sick violence. i fear that it's just another step in our desensitized evolution. three is no cleverness here  no tongue in cheek  only a sad waste of time. lots of blood; little plot.""",2
410,"""in pasadena  mrs. davis (joanna cassidy) sends her daughter aubrey davis (amber tamblyn) to tokyo to bring her sister karen davis (sarah michelle gellar)  who is interned in a hospital after surviving a fire  back to the usa. after their meeting  karen dies and aubrey decides to investigate what happened to her and gets herself cursed in the same situation  being chased by the ghost of the house. meanwhile in tokyo  the three high school mates allison (arielle kebbel)  vanessa (teresa palmer) and miyuki (misako uno) visit the famous haunted house and are also cursed and chased by the ghost. in chicago  trish (jennifer beals) moves to the apartment of her boyfriend bill (christopher cousins)  who lives with his children  the teenager lacey (sarah roehmer) and boy jake (matthew knight). on the next door  weird things happen with their neighbor.<br /><br />""""the grudge 2"""" has scary sound and visual effects  with the creepy woman and boy  and i have startled a couple of times while watching this movie. however  the complex screenplay with three subplots is totally confused  making the entwined story a complete mess. there are too much characters and situations  and in a certain moment i was completely lost with the disconnected and fragmented narrative. in the end  i was completely disappointed with this confused  but also spooky film. my vote is four.<br /><br />title (brazil): """"o grito 2"""" (""""the scream 2"""")""",2
192,"""i discovered this film after reading the book that inspired it. it is not a strictly biographical film; it is """"loosely based"""" on the facts. but i found it a compelling and eerie exploration of evil and madness  and michel serrault gives an unforgettable performance as dr. petiot.<br /><br />there are many memorable images in this movie; petiot traveling through the night like a vampire  his black cloak flapping behind him  is almost iconic. there are also several touches of expressionism - petiot's crooked silhouette mounting the stairs leading from the cellar where the butchered remains of his victims await cremation  reminds me of some scenes from 'nosferatu'.<br /><br />but i found the primary appeal of this movie to be aural. the soundtrack is loaded with ominous sounds  starting with the foreboding music of the opening credits  accompanied by wordless wailing. petiot lives and runs his medical practice in a complex with many small shops  and there is a persistent background noise of knives being sharpened somewhere  as well as a peddler playing eerie tunes on a saw. there are animal noises as well - the concierge keeps a goat  unseen cats howl - and later in the film we see hapless cattle being herded through an underpass. the whole atmosphere is unsettling  with overtones of violence and slaughter.<br /><br />not only animals  but human voices are often heard - the screams of gestapo victims  petiot's patients in his waiting room  monitored by a listening device  just the same as the suspected collaborators after the war are monitored in their cells. even the action of the film is often arranged so that we hear the voices of the participants without seeing them - when petiot goes to see mme kern  we hear her singing as she works  her voice echoing in the theater  before we ever see her. and even when she does appear  she is often filmed from behind  her voice calling out to her husband  whose voice calls out to her in conversation. disembodied voices echo in large halls  and their owners  when seen at all  are photographed at a distance  so we cannot actually see them speaking. this is a ghost story  and these are the voices of ghosts - many of them petiot's future victims.<br /><br />yet petiot himself is often only a voice; his frightening laughter echoes as he retreats from the camera  throwing comments behind him or into the air to nobody. in a way  he is as much a ghost as those he murders. he is always frantically busy  scurrying from appointment to appointment  never at rest. but his activity is that of a machine - lifeless and imperturbable. it is interesting that among all the horror and danger of occupied paris  petiot alone is unafraid; he is amused  enthusiastic  angry  irritated  contemptuous  but never afraid  unlike those real people he lures to their deaths. it is no surprise that he boasts of his mechanical inventions  including a perpetual motion machine (a true detail from the book - he did claim to have invented many machines); he is a sort of perpetual motion machine himself. and mechanical imagery is everywhere in the film  from the opening giant wheel in the movie house  to petiot's bicycle (with its squeaking wheels echoing the sound of sharpening knives)  to the victrola he keeps winding up to play music before he makes a kill. even his routine with his victims is mechanical - write a note to your wife  let me disguise you before you leave  you need a vaccination  barcelona  casablanca  dakar - like a well-oiled machine  the routine is always the same  just as the record is always the same.<br /><br />maeder  the author  says that it was the clockwork perfection of his crimes that weighed so heavily against petiot at his trial. his system was as smooth and efficient as a nazi concentration camp  and this may be why the movie invents a subplot of petiot's involvement with the french gestapo and the occupying nazis. unfortunately  it doesn't quite work as part of the story  because it's very hard to figure out just what petiot is doing for the collaborators  or what is going on when he ends up at their headquarters in the middle of the night. disposing of bodies? hiding stolen goods? it's hard to say  and harder to believe; it's not likely the state would turn to a freelancer like petiot.<br /><br />but it does remind us of the duality of evil people; petiot is a robber and a murderer  but he is also a devoted father and husband. just as we learned that hitler loved dogs  and that nazis guilty of the worst war crimes could also be loving fathers and family men  so we have to recognize that petiot could commit unspeakable horrors and yet also function normally. his insanity is easily camouflaged by the insanity and horror of the wartime situation in paris; when killing  robbing and disappearing are happening all around  nobody pays attention as petiot tosses more corpses on the pile.""",2
414,"""the haunting  if you have seen the original  you know a great ghost story  it's perfection on film. it's a haunting tale of 4 people who go into a haunted house and with the simple trick of sound and movements  it terrified people. it still remains effective to this day if you appreciate film. so when the haunting was remade in 1999  a lot of people pretty much had the same reaction """"what? why? what the"""" but in my opinion if a remake is respectful enough and just wants to reinvent the story for the newer generation  i'm pretty cool with it. this is definitely not the case  this is just a disrespectful boring shame that will waste your time and i guarantee will deliver no scares pfft! pg-13  what where they thinking? not much apparently.<br /><br />when her mother dies and her sister evicts her  nell receives a phone call  telling her about an ad for an insomnia study run by doctor david marrow at hill house  a secluded manor. upon arrival  nell meets mr. and mrs. dudley  a strange pair of caretakers who do not stay on the property after dark. shortly thereafter  two other participants in the study arrive  wild theo and """"bad sleeper"""" luke sanderson along with doctor marrow. unknown to the participants  doctor marrow's true purpose is to study the psychological response to fear. each night  the caretakers chain the gate outside hill house  preventing anyone from getting in or out until morning  when the caretakers open the lock. there are no working telephones inside hill house and the nearest town is several miles away. doctor marrow revels the story of hill house. the house was built by hugh crain  crain built the house for his wife  hoping to fill it with a large family full of children  however all of crain's children died during birth. crain's wife killed herself before the house was finished  and crain became a recluse. the first night  theo and nell begin to experience strange phenomenon within the house  including odd noises and inexplicable temperature changes. nell is confronted after the main hallway is vandalized with the words """"welcome home  eleanor""""  and becomes extremely distraught  setting out to prove that the house is haunted by the souls of those victimized by crain's cruelty. she learns that crain built his fortune by exploiting kidnapped children for slave labor and murdering them when they were of no more use to him. he then burned the bodies in the house's fireplace to hide any evidence. she also learns that crain had a second wife named carolyn  of whom nell is descended. everyone thinks she's crazy while nell is convinced this is where she belongs.<br /><br />seriously  i suggest you stay away from this film  it's really stupid and pointless. not to mention the actress the played nell  lili taylor completely annoyed me  her performance  her look  just everything about her  don't get me started on things i would do just to not see her in film again. catherine zeta jones just didn't fit in her role as well and liam neeson  a wonderful actor wasted talent once again. the effects are way over the top and too computerized  i just can't believe that they would trash a wonderful classic with this crud. believe me  if you are going to be afraid of something  be afraid of seeing how you can turn a great ghost story into an annoying piece of overblown stupid. oh  this film is already hurting me  just don't see it  it's bad.<br /><br />1/10""",2
216,"""i just watched this movie with a few friends they said i had to see it but from the beginning i knew it was going to go from bad to worse. so i can only give this movie a 1 because the effects that were used were so poorly used and thought out that anyone can see that there were no """"real"""" ghosts. i feel the worst part was this so called """"old haunted house"""" contained a whole bunch of new items and a few """"convieniently placed items"""" i could have thought up effects that would have looked much better than a chair being flipped over by an unseen ghost (or should i say wire). then later when they review the tape of the chair flipping it flips in a different way. uh oh thats a big continuity error. if this was a truly good movie then they would have caught that and all of the other """"old house"""" items. this movie is like a rip off of house on haunted hill and the blair witch project all rolled into one poorly thought out and assembled movie. i would be ashamed to put out something with that bad of acting  effects and cheap video shots of the girls chests and how convenient the camera falls when something """"paranormal"""" happens. this movie is an insult to people who are out there actually looking for ghosts and getting real ghost footage on tape.""",2
418,"""i agree with everything people said on this one but i must add that the soundtrack is probably the worst one i have ever heard my entire life! there are actual vocals during times when you are supposed to be listening to the actors talk! and the vocals are like a broadway version of danzig singing  """"the darkness of the forest! oh the darkness of the dark  dark forest!"""" or something else so unthreatening. the singer has a terrible vibrato and has been recorded with a treble-y microphone over some synthed-up string section and fake drum beats. it's horrible!! <br /><br />yes  the male leads are awful. so are the female ones. this is one bad case of gender stereotyping - it's so bad! everything they say revolves around being a male or a female  just playing up the stereotypes to the max. makes me sick. soooo boring!!! <br /><br />the children were so echoey in their lines  you couldn't understand them. and why do female ghost children always wear cute little bows in their hair  pretty blue dresses and long hair? and ghost boys always wear clean cut slacks with cute little shiny blond hair? not scary - stupid.<br /><br />daddy's face was way too blemish free and clean to be that of a man living in a cave. nice beard and bangs  pa. did you perfectly cut those with a knife yourself or did you stroll into town and go to the salon?<br /><br />stupid movie.""",2
420,"""..it's this one! very cool premise  right off the bat.<br /><br />has an excellent first scene  gotta give credit where credit's due.<br /><br />has solid characters and a decent enough script for a ghost story but here are the things that bothered me: whenever the ghosts appeared  which i really liked by the way; how it was done  how it looked...the only thing was the ghost's relationship. because of the way things went down in the first scene you'd think their dynamic would be different.<br /><br />things slowed down a little too much in the middle i felt  and the crab/spider scene was just not good. but then the ending is actually very good! sure  'the grudge' basically told the same story with a polished lens but no samurai's and that's what i liked about this movie comparatively.<br /><br />please  someone one with a tempered style remake this movie.<br /><br />fans of 'silent rage' would absolutely love this movie.""",2
221,"""this is a plain old spooky ghost story. i showed it to some friends of mine in my movie club  and they were kept spellbound until the ending! no blood or gore- just good old fashioned suspense. it starts out right from the beginning  and builds and builds. the ending is a real twist that caught me unawares. <br /><br />well directed and well acted. it is also a """"period piece""""- set in the 1920s- which added to the atmosphere. <br /><br />i was so impressed i got the book by susan hill from amazon. the movie follows the book rather closely. <br /><br />it's a shame it's not readily available on dvd. my copy is vhs. this along with """"haunted"""" are probably two of the best ghost stories i've ever scene. which just goes to show that a little creativity outdoes """"in your face"""" gore any day!""",2
173,"""i initially tuned in to paranormal state because i (more or less) find the paranormal search genre to be interesting tv  if nothing else.<br /><br />i really enjoy ghost hunters because well over half of their investigations result in total debunking  and find most haunted to be hilarious with its use of mediums and frumpy british women with paris hilton day-glo eyes fainting from fear/demonic presences all shot in lovely night-vision green.<br /><br />paranormal state has none of this appeal. it feels like it was cobbled together from """"leads"""" that ghost hunters rejected. the episodes ranged from trailer trash families and single mothers with emo adolescents sitting around and scaring themselves  to an """"interview"""" with a 5 year old about the monster who lives in his room (the monster goes rawrrr  we are told). all of these people calling upon a college club to solve their problems. the whole show is about ryan and his partner  his enormous ego. he leads his troupe of doe-eyed coeds around  except when a case is deemed """"too extreme"""" and orders them to remain at the hotel hahaha. better leave it to the pros  ie himself.<br /><br />the unwitting comedy of this show is all in how gullible the participants are. ryan spins his tales of being hunted  followed  etc by a demon that he first encountered when the catholic church recruited him to assist on a case. sorry  but the catholic church has people who can do that  they don't need the day-shift manager at quiznos to chip in his 2 cents.<br /><br />this show is awful  shame on a&e for bankrolling this silliness  trying to follow in the footsteps of some much better paranormal-themed shows. it's almost unintentionally funny  except that ryan is so arrogant and devoid of charisma that watching the show long enough to mock it isn't worth the trouble.""",2
170,"""in the days before gore and sex took over  real horror films were made. castle of blood is  in my estimation  one of the finest  although other reviewers have given it mixed ratings. in an odd sort of way it reminds of the more recent the others  which was in the theaters a couple of years ago.<br /><br />director antonio margheriti remade his own picture in 1970 titling it this time web of the spider (aka nella stretta morsa del ragno). why he did this i do not understand  although the remake starred anthony franciosa and klaus kinski and was very good in its own right. perhaps he saw a good story and wished to tailor it more to american audiences. i do not really know. it is interesting that he did the original in black and white and the remake in color.<br /><br />castle of blood is excellent italian gothic. la danza macabra is said to be an unpublished work of edgar allen poe  who """"appears"""" in this film. poe and lord blackwood  owner of a haunted castle  bet american writer alan foster (george riviere) that he cannot spend all souls night in said castle and survive. foster eagerly accepts the bet but soon regrets it  for he is witness to a series of murders committed by ghosts. it seems that the ghosts come back to life once every few years but are doomed to re-enact the crimes they committed in life. lord blackwood conveniently forgot to tell foster that his blood is needed for them to resurrect themselves on the next all souls night! <br /><br />it does not take foster and the beautiful elisabeth blackwood (portrayed by the incomparable barbara steele) long to fall in love  even though their romance is doomed  because elisabeth is one of the ghosts. i will not give the ending away  but will just say that castle of blood is every bit a romantic tragedy as it is a horror story. <br /><br />comments. this film is greatly atmospheric  even by the excellent standards of the italians. my personal opinion is they do true horror better than anybody  and the somewhat dim black and white filming only enhances this. in fairness  web of the spider was fine in its own right  even with color and greater brightness. i loved the lingering shots  something most modern day directors do not have the patience for. indeed  when alan first enters the doomed castle  we are treated to several minutes of him doing nothing but roaming around from room to room  the dread ands unease building in his face and mannerisms. by the time the first ghost appears  the audience is thoroughly primed and ready. there is wonderful dialogue between alan and the ghosts  something else not often done in standard ghost stories. there are also memorable scenes  very visual for this type of film. elisabeth's """"murder"""" and the dance scene (reminds somewhat of the similar dance of the ghouls in 1962's carnival of souls) were particularly good.<br /><br />sadly  few general interest viewers will ever hear of  much less see  this film. that is a shame  for this one is a cut above the rest. i got my copy from sinister cinema and am not certain if it can be purchased anywhere else. for persons interested in this genre  it is a must see.""",2
431,"""holy cow  what a piece of sh*t this movie is. i didn't how these filmmakers could take a 250 word book and turn it into a movie. i guess they didn't know either! i don't remember any farting or belching in the book  do you?<br /><br />they took this all times childrens classic  added some farting  belching and sexual inuindo  and prostituted it into a kaka joke. this should give you a good idea of what these hollywood producers think like. i have to say  visually it was interesting  but the brilliant visual story is ruined by toilet humor (if you even think that kind of thing is funny) i don't want the kids that i know to think it is.<br /><br />don't take your kids to see  don't rent the dvd. i hope the ghost of doctor suess ghost comes and haunts the people that made this movie.""",2
455,"""i must say this movie is a mork and mindy knock off  when watching it i got the chills  i even wet myself a little. when that korean guy with the spiders in his neck started kicking people i was like oh my lord asian people smell and suck cause they eat dogs all the time. any way back on track chuck had a somewhat terrible performance and lacked the intelligence of a regular non robotic human being. some people would compare it to his earlier days when he was a car wash analyzer and believed in the holy ghost and the ghost of christmas past. this movie is so bad i put my new born child in a box and left it in mr. norris mailbox. he can raise my kid i'm not letting him into a world where he thinks chuck norris is a karate expert ill let him see what that hack is like in real life for the rest of his life.""",2
432,"""i was excited to see this show when i started seeing the promos on a&e. i've been fascinated with ghosts and the paranormal since i was a kid  and love catching """"ghost hunters"""" when it's on (scifi channel). i've tried to watch three episodes of """"paranormal state"""" and only use up my time commenting on it because it's so bad and perpetuates the notion that anyone who believes in the paranormal is a gullible freak. """"paranormal state"""" is beyond cheesy. cheesy """"director's log"""" voice-overs that will leave you wishing for captain kirk. cheesy teasers going into commercial breaks that are taken completely out of context. everything paranormal on this show is automatically assumed to be """"evil"""" and the work of a demonic spirit. then come the exorcists  demonologists  psychics ... like in """"poltergeist"""" you almost expect the team to leave and say """"this house is clear."""" i very much appreciate the """"ghost hunters"""" approach  where they go in to disprove claims  then take away what they can ... and they are almost always reassuring to the client (if they find anything) that haunted does not equal evil. """"paranormal state"""" is not """"so bad it's good"""" ... it's just plain bad. didn't a&e used to stand for """"arts & entertainment""""? the art part has long been gone  and the entertainment factor is now waning as well.""",2
