Date,Value
2011-08-12,449.760765550239
2011-08-13,392.344497607656
2011-08-14,401.913875598086
2011-08-15,468.899521531101
2011-08-16,430.622009569378
2011-08-17,325.358851674641
2011-08-18,397.129186602871
2011-08-19,478.468899521531
2011-08-20,387.55980861244
2011-08-21,421.052631578947
2011-08-22,358.851674641148
2011-08-23,296.650717703349
2011-08-24,330.143540669856
2011-08-25,311.004784688995
2011-08-26,315.789473684211
2011-08-27,368.421052631579
2011-08-28,334.928229665072
2011-08-29,325.358851674641
2011-08-30,320.574162679426
2011-08-31,354.066985645933
2011-09-01,301.435406698565
2011-09-02,311.004784688995
2011-09-03,368.421052631579
2011-09-04,363.636363636364
2011-09-05,296.650717703349
2011-09-06,459.33014354067
2011-09-07,358.851674641148
2011-09-08,382.775119617225
2011-09-09,392.344497607656
2011-09-10,401.913875598086
2011-09-11,387.55980861244
2011-09-12,363.636363636364
2011-09-13,430.622009569378
2011-09-14,382.775119617225
2011-09-15,449.760765550239
2011-09-16,377.99043062201
2011-09-17,272.727272727273
2011-09-18,325.358851674641
2011-09-19,306.22009569378
2011-09-20,421.052631578947
2011-09-21,397.129186602871
2011-09-22,334.928229665072
2011-09-23,325.358851674641
2011-09-24,325.358851674641
2011-09-25,478.468899521531
2011-09-26,406.698564593301
2011-09-27,334.928229665072
2011-09-28,387.55980861244
2011-09-29,473.684210526316
2011-09-30,344.497607655502
2011-10-01,440.191387559809
2011-10-02,382.775119617225
2011-10-03,368.421052631579
2011-10-04,425.837320574163
2011-10-05,464.114832535885
2011-10-06,301.435406698565
2011-10-07,272.727272727273
2011-10-08,306.22009569378
2011-10-09,339.712918660287
2011-10-10,282.296650717703
2011-10-11,258.373205741627
2011-10-12,267.942583732057
2011-10-13,406.698564593301
2011-10-14,382.775119617225
2011-10-15,440.191387559809
2011-10-16,301.435406698565
2011-10-17,282.296650717703
2011-10-18,229.665071770335
2011-10-19,267.942583732057
2011-10-20,272.727272727273
2011-10-21,263.157894736842
2011-10-22,311.004784688995
2011-10-23,354.066985645933
2011-10-24,267.942583732057
2011-10-25,224.88038277512
2011-10-26,210.526315789474
2011-10-27,248.803827751196
2011-10-28,258.373205741627
2011-10-29,330.143540669856
2011-10-30,244.019138755981
2011-10-31,291.866028708134
2011-11-01,277.511961722488
2011-11-02,244.019138755981
2011-11-03,267.942583732057
2011-11-04,248.803827751196
2011-11-05,253.588516746411
2011-11-06,339.712918660287
2011-11-07,234.44976076555
2011-11-08,277.511961722488
2011-11-09,210.526315789474
2011-11-10,248.803827751196
2011-11-11,253.588516746411
2011-11-12,301.435406698565
2011-11-13,296.650717703349
2011-11-14,224.88038277512
2011-11-15,287.081339712919
2011-11-16,239.234449760766
2011-11-17,244.019138755981
2011-11-18,263.157894736842
2011-11-19,282.296650717703
2011-11-20,296.650717703349
2011-11-21,291.866028708134
2011-11-22,291.866028708134
2011-11-23,224.88038277512
2011-11-24,244.019138755981
2011-11-25,244.019138755981
2011-11-26,301.435406698565
2011-11-27,344.497607655502
2011-11-28,244.019138755981
2011-11-29,325.358851674641
2011-11-30,320.574162679426
2011-12-01,373.205741626794
2011-12-02,296.650717703349
2011-12-03,373.205741626794
2011-12-04,315.789473684211
2011-12-05,272.727272727273
2011-12-06,248.803827751196
2011-12-07,267.942583732057
2011-12-08,320.574162679426
2011-12-09,244.019138755981
2011-12-10,330.143540669856
2011-12-11,325.358851674641
2011-12-12,301.435406698565
2011-12-13,296.650717703349
2011-12-14,263.157894736842
2011-12-15,258.373205741627
2011-12-16,363.636363636364
2011-12-17,363.636363636364
2011-12-18,282.296650717703
2011-12-19,248.803827751196
2011-12-20,311.004784688995
2011-12-21,248.803827751196
2011-12-22,253.588516746411
2011-12-23,358.851674641148
2011-12-24,258.373205741627
2011-12-25,43.0622009569378
2011-12-26,315.789473684211
2011-12-27,272.727272727273
2011-12-28,287.081339712919
2011-12-29,248.803827751196
2011-12-30,306.22009569378
2011-12-31,253.588516746411
2012-01-01,444.976076555024
2012-01-02,291.866028708134
2012-01-03,229.665071770335
2012-01-04,282.296650717703
2012-01-05,224.88038277512
2012-01-06,244.019138755981
2012-01-07,287.081339712919
2012-01-08,320.574162679426
2012-01-09,234.44976076555
2012-01-10,258.373205741627
2012-01-11,229.665071770335
2012-01-12,258.373205741627
2012-01-13,248.803827751196
2012-01-14,354.066985645933
2012-01-15,320.574162679426
2012-01-16,234.44976076555
2012-01-17,244.019138755981
2012-01-18,220.095693779904
2012-01-19,248.803827751196
2012-01-20,244.019138755981
2012-01-21,272.727272727273
2012-01-22,325.358851674641
2012-01-23,234.44976076555
2012-01-24,229.665071770335
2012-01-25,244.019138755981
2012-01-26,267.942583732057
2012-01-27,301.435406698565
2012-01-28,296.650717703349
2012-01-29,263.157894736842
2012-01-30,239.234449760766
2012-01-31,277.511961722488
2012-02-01,277.511961722488
2012-02-02,267.942583732057
2012-02-03,272.727272727273
2012-02-04,301.435406698565
2012-02-05,325.358851674641
2012-02-06,272.727272727273
2012-02-07,282.296650717703
2012-02-08,263.157894736842
2012-02-09,258.373205741627
2012-02-10,263.157894736842
2012-02-11,315.789473684211
2012-02-12,373.205741626794
2012-02-13,282.296650717703
2012-02-14,220.095693779904
2012-02-15,229.665071770335
2012-02-16,229.665071770335
2012-02-17,263.157894736842
2012-02-18,244.019138755981
2012-02-19,282.296650717703
2012-02-20,296.650717703349
2012-02-21,354.066985645933
2012-02-22,224.88038277512
2012-02-23,239.234449760766
2012-02-24,272.727272727273
2012-02-25,258.373205741627
2012-02-26,334.928229665072
2012-02-27,248.803827751196
2012-02-28,220.095693779904
2012-02-29,287.081339712919
2012-03-01,229.665071770335
2012-03-02,253.588516746411
2012-03-03,330.143540669856
2012-03-04,363.636363636364
2012-03-05,224.88038277512
2012-03-06,234.44976076555
2012-03-07,210.526315789474
2012-03-08,291.866028708134
2012-03-09,277.511961722488
2012-03-10,373.205741626794
2012-03-11,363.636363636364
2012-03-12,229.665071770335
2012-03-13,301.435406698565
2012-03-14,239.234449760766
2012-03-15,234.44976076555
2012-03-16,272.727272727273
2012-03-17,334.928229665072
2012-03-18,320.574162679426
2012-03-19,234.44976076555
2012-03-20,253.588516746411
2012-03-21,267.942583732057
2012-03-22,244.019138755981
2012-03-23,315.789473684211
2012-03-24,296.650717703349
2012-03-25,421.052631578947
2012-03-26,287.081339712919
2012-03-27,296.650717703349
2012-03-28,282.296650717703
2012-03-29,263.157894736842
2012-03-30,344.497607655502
2012-03-31,296.650717703349
2012-04-01,301.435406698565
2012-04-02,234.44976076555
2012-04-03,253.588516746411
2012-04-04,291.866028708134
2012-04-05,239.234449760766
2012-04-06,344.497607655502
2012-04-07,368.421052631579
2012-04-08,267.942583732057
2012-04-09,358.851674641148
2012-04-10,263.157894736842
2012-04-11,287.081339712919
2012-04-12,267.942583732057
2012-04-13,368.421052631579
2012-04-14,339.712918660287
2012-04-15,325.358851674641
2012-04-16,244.019138755981
2012-04-17,234.44976076555
2012-04-18,244.019138755981
2012-04-19,253.588516746411
2012-04-20,248.803827751196
2012-04-21,301.435406698565
2012-04-22,363.636363636364
2012-04-23,315.789473684211
2012-04-24,272.727272727273
2012-04-25,377.99043062201
2012-04-26,272.727272727273
2012-04-27,306.22009569378
2012-04-28,301.435406698565
2012-04-29,248.803827751196
2012-04-30,287.081339712919
2012-05-01,282.296650717703
2012-05-02,253.588516746411
2012-05-03,267.942583732057
2012-05-04,267.942583732057
2012-05-05,282.296650717703
2012-05-06,320.574162679426
2012-05-07,263.157894736842
2012-05-08,272.727272727273
2012-05-09,239.234449760766
2012-05-10,382.775119617225
2012-05-11,392.344497607656
2012-05-12,454.545454545455
2012-05-13,349.282296650718
2012-05-14,315.789473684211
2012-05-15,258.373205741627
2012-05-16,320.574162679426
2012-05-17,301.435406698565
2012-05-18,272.727272727273
2012-05-19,306.22009569378
2012-05-20,325.358851674641
2012-05-21,258.373205741627
2012-05-22,277.511961722488
2012-05-23,320.574162679426
2012-05-24,382.775119617225
2012-05-25,258.373205741627
2012-05-26,287.081339712919
2012-05-27,272.727272727273
2012-05-28,330.143540669856
2012-05-29,277.511961722488
2012-05-30,406.698564593301
2012-05-31,373.205741626794
2012-06-01,435.406698564593
2012-06-02,315.789473684211
2012-06-03,449.760765550239
2012-06-04,277.511961722488
2012-06-05,320.574162679426
2012-06-06,272.727272727273
2012-06-07,354.066985645933
2012-06-08,272.727272727273
2012-06-09,311.004784688995
2012-06-10,311.004784688995
2012-06-11,253.588516746411
2012-06-12,263.157894736842
2012-06-13,267.942583732057
2012-06-14,263.157894736842
2012-06-15,267.942583732057
2012-06-16,291.866028708134
2012-06-17,416.267942583732
2012-06-18,258.373205741627
2012-06-19,301.435406698565
2012-06-20,291.866028708134
2012-06-21,325.358851674641
2012-06-22,315.789473684211
2012-06-23,354.066985645933
2012-06-24,502.392344497608
2012-06-25,397.129186602871
2012-06-26,473.684210526316
2012-06-27,392.344497607656
2012-06-28,392.344497607656
2012-06-29,301.435406698565
2012-06-30,320.574162679426
2012-07-01,277.511961722488
2012-07-02,301.435406698565
2012-07-03,291.866028708134
2012-07-04,263.157894736842
2012-07-05,311.004784688995
2012-07-06,277.511961722488
2012-07-07,277.511961722488
2012-07-08,392.344497607656
2012-07-09,239.234449760766
2012-07-10,253.588516746411
2012-07-11,301.435406698565
2012-07-12,344.497607655502
2012-07-13,244.019138755981
2012-07-14,311.004784688995
2012-07-15,349.282296650718
2012-07-16,406.698564593301
2012-07-17,430.622009569378
2012-07-18,397.129186602871
2012-07-19,311.004784688995
2012-07-20,382.775119617225
2012-07-21,354.066985645933
2012-07-22,473.684210526316
2012-07-23,334.928229665072
2012-07-24,397.129186602871
2012-07-25,344.497607655502
2012-07-26,344.497607655502
2012-07-27,363.636363636364
2012-07-28,435.406698564593
2012-07-29,411.483253588517
2012-07-30,392.344497607656
2012-07-31,287.081339712919
2012-08-01,301.435406698565
2012-08-02,406.698564593301
2012-08-03,368.421052631579
2012-08-04,325.358851674641
2012-08-05,334.928229665072
2012-08-06,301.435406698565
2012-08-07,287.081339712919
2012-08-08,377.99043062201
2012-08-09,478.468899521531
2012-08-10,397.129186602871
2012-08-11,339.712918660287
2012-08-12,368.421052631579
2012-08-13,349.282296650718
2012-08-14,258.373205741627
2012-08-15,382.775119617225
2012-08-16,397.129186602871
2012-08-17,411.483253588517
2012-08-18,425.837320574163
2012-08-19,464.114832535885
2012-08-20,454.545454545455
2012-08-21,416.267942583732
2012-08-22,320.574162679426
2012-08-23,411.483253588517
2012-08-24,397.129186602871
2012-08-25,368.421052631579
2012-08-26,315.789473684211
2012-08-27,334.928229665072
2012-08-28,387.55980861244
2012-08-29,263.157894736842
2012-08-30,363.636363636364
2012-08-31,411.483253588517
2012-09-01,363.636363636364
2012-09-02,373.205741626794
2012-09-03,406.698564593301
2012-09-04,301.435406698565
2012-09-05,411.483253588517
2012-09-06,392.344497607656
2012-09-07,401.913875598086
2012-09-08,382.775119617225
2012-09-09,483.253588516746
2012-09-10,358.851674641148
2012-09-11,363.636363636364
2012-09-12,387.55980861244
2012-09-13,435.406698564593
2012-09-14,440.191387559809
2012-09-15,444.976076555024
2012-09-16,421.052631578947
2012-09-17,363.636363636364
2012-09-18,291.866028708134
2012-09-19,334.928229665072
2012-09-20,382.775119617225
2012-09-21,248.803827751196
2012-09-22,330.143540669856
2012-09-23,330.143540669856
2012-09-24,267.942583732057
2012-09-25,277.511961722488
2012-09-26,296.650717703349
2012-09-27,296.650717703349
2012-09-28,296.650717703349
2012-09-29,358.851674641148
2012-09-30,330.143540669856
2012-10-01,277.511961722488
2012-10-02,320.574162679426
2012-10-03,248.803827751196
2012-10-04,287.081339712919
2012-10-05,401.913875598086
2012-10-06,339.712918660287
2012-10-07,440.191387559809
2012-10-08,253.588516746411
2012-10-09,263.157894736842
2012-10-10,253.588516746411
2012-10-11,220.095693779904
2012-10-12,287.081339712919
2012-10-13,287.081339712919
2012-10-14,263.157894736842
2012-10-15,234.44976076555
2012-10-16,253.588516746411
2012-10-17,282.296650717703
2012-10-18,263.157894736842
2012-10-19,224.88038277512
2012-10-20,287.081339712919
2012-10-21,349.282296650718
2012-10-22,253.588516746411
2012-10-23,220.095693779904
2012-10-24,296.650717703349
2012-10-25,267.942583732057
2012-10-26,291.866028708134
2012-10-27,344.497607655502
2012-10-28,334.928229665072
2012-10-29,229.665071770335
2012-10-30,244.019138755981
2012-10-31,229.665071770335
2012-11-01,287.081339712919
2012-11-02,253.588516746411
2012-11-03,277.511961722488
2012-11-04,263.157894736842
2012-11-05,287.081339712919
2012-11-06,224.88038277512
2012-11-07,229.665071770335
2012-11-08,258.373205741627
2012-11-09,267.942583732057
2012-11-10,301.435406698565
2012-11-11,315.789473684211
2012-11-12,239.234449760766
2012-11-13,224.88038277512
2012-11-14,267.942583732057
2012-11-15,267.942583732057
2012-11-16,267.942583732057
2012-11-17,320.574162679426
2012-11-18,315.789473684211
2012-11-19,306.22009569378
2012-11-20,263.157894736842
2012-11-21,267.942583732057
2012-11-22,320.574162679426
2012-11-23,287.081339712919
2012-11-24,315.789473684211
2012-11-25,339.712918660287
2012-11-26,244.019138755981
2012-11-27,272.727272727273
2012-11-28,258.373205741627
2012-11-29,291.866028708134
2012-11-30,306.22009569378
2012-12-01,306.22009569378
2012-12-02,358.851674641148
2012-12-03,258.373205741627
2012-12-04,244.019138755981
2012-12-05,311.004784688995
2012-12-06,248.803827751196
2012-12-07,267.942583732057
2012-12-08,315.789473684211
2012-12-09,311.004784688995
2012-12-10,301.435406698565
2012-12-11,277.511961722488
2012-12-12,263.157894736842
2012-12-13,258.373205741627
2012-12-14,291.866028708134
2012-12-15,334.928229665072
2012-12-16,311.004784688995
2012-12-17,263.157894736842
2012-12-18,301.435406698565
2012-12-19,311.004784688995
2012-12-20,282.296650717703
2012-12-21,306.22009569378
2012-12-22,330.143540669856
2012-12-23,344.497607655502
2012-12-24,291.866028708134
2012-12-25,52.6315789473684
2012-12-26,277.511961722488
2012-12-27,344.497607655502
2012-12-28,320.574162679426
2012-12-29,315.789473684211
2012-12-30,358.851674641148
2012-12-31,339.712918660287
2013-01-01,330.143540669856
2013-01-02,272.727272727273
2013-01-03,325.358851674641
2013-01-04,311.004784688995
2013-01-05,354.066985645933
2013-01-06,320.574162679426
2013-01-07,287.081339712919
2013-01-08,267.942583732057
2013-01-09,291.866028708134
2013-01-10,282.296650717703
2013-01-11,291.866028708134
2013-01-12,311.004784688995
2013-01-13,315.789473684211
2013-01-14,258.373205741627
2013-01-15,354.066985645933
2013-01-16,253.588516746411
2013-01-17,258.373205741627
2013-01-18,330.143540669856
2013-01-19,277.511961722488
2013-01-20,301.435406698565
2013-01-21,244.019138755981
2013-01-22,234.44976076555
2013-01-23,282.296650717703
2013-01-24,263.157894736842
2013-01-25,277.511961722488
2013-01-26,291.866028708134
2013-01-27,301.435406698565
2013-01-28,253.588516746411
2013-01-29,277.511961722488
2013-01-30,244.019138755981
2013-01-31,258.373205741627
2013-02-01,277.511961722488
2013-02-02,306.22009569378
2013-02-03,287.081339712919
2013-02-04,229.665071770335
2013-02-05,234.44976076555
2013-02-06,239.234449760766
2013-02-07,248.803827751196
2013-02-08,263.157894736842
2013-02-09,287.081339712919
2013-02-10,325.358851674641
2013-02-11,258.373205741627
2013-02-12,287.081339712919
2013-02-13,253.588516746411
2013-02-14,239.234449760766
2013-02-15,224.88038277512
2013-02-16,287.081339712919
2013-02-17,291.866028708134
2013-02-18,253.588516746411
2013-02-19,234.44976076555
2013-02-20,253.588516746411
2013-02-21,267.942583732057
2013-02-22,253.588516746411
2013-02-23,287.081339712919
2013-02-24,311.004784688995
2013-02-25,253.588516746411
2013-02-26,253.588516746411
2013-02-27,301.435406698565
2013-02-28,258.373205741627
2013-03-01,272.727272727273
2013-03-02,311.004784688995
2013-03-03,330.143540669856
2013-03-04,272.727272727273
2013-03-05,244.019138755981
2013-03-06,239.234449760766
2013-03-07,311.004784688995
2013-03-08,272.727272727273
2013-03-09,311.004784688995
2013-03-10,416.267942583732
2013-03-11,253.588516746411
2013-03-12,234.44976076555
2013-03-13,296.650717703349
2013-03-14,267.942583732057
2013-03-15,258.373205741627
2013-03-16,320.574162679426
2013-03-17,291.866028708134
2013-03-18,330.143540669856
2013-03-19,296.650717703349
2013-03-20,272.727272727273
2013-03-21,229.665071770335
2013-03-22,267.942583732057
2013-03-23,334.928229665072
2013-03-24,320.574162679426
2013-03-25,287.081339712919
2013-03-26,291.866028708134
2013-03-27,239.234449760766
2013-03-28,272.727272727273
2013-03-29,301.435406698565
2013-03-30,315.789473684211
2013-03-31,282.296650717703
2013-04-01,411.483253588517
2013-04-02,282.296650717703
2013-04-03,291.866028708134
2013-04-04,272.727272727273
2013-04-05,301.435406698565
2013-04-06,306.22009569378
2013-04-07,401.913875598086
2013-04-08,267.942583732057
2013-04-09,277.511961722488
2013-04-10,291.866028708134
2013-04-11,224.88038277512
2013-04-12,248.803827751196
2013-04-13,330.143540669856
2013-04-14,363.636363636364
2013-04-15,267.942583732057
2013-04-16,287.081339712919
2013-04-17,272.727272727273
2013-04-18,239.234449760766
2013-04-19,258.373205741627
2013-04-20,330.143540669856
2013-04-21,334.928229665072
2013-04-22,229.665071770335
2013-04-23,325.358851674641
2013-04-24,306.22009569378
2013-04-25,330.143540669856
2013-04-26,267.942583732057
2013-04-27,248.803827751196
2013-04-28,267.942583732057
2013-04-29,224.88038277512
2013-04-30,234.44976076555
2013-05-01,306.22009569378
2013-05-02,272.727272727273
2013-05-03,306.22009569378
2013-05-04,320.574162679426
2013-05-05,373.205741626794
2013-05-06,263.157894736842
2013-05-07,239.234449760766
2013-05-08,267.942583732057
2013-05-09,244.019138755981
2013-05-10,320.574162679426
2013-05-11,311.004784688995
2013-05-12,382.775119617225
2013-05-13,315.789473684211
2013-05-14,258.373205741627
2013-05-15,244.019138755981
2013-05-16,258.373205741627
2013-05-17,248.803827751196
2013-05-18,282.296650717703
2013-05-19,287.081339712919
2013-05-20,267.942583732057
2013-05-21,253.588516746411
2013-05-22,244.019138755981
2013-05-23,258.373205741627
2013-05-24,377.99043062201
2013-05-25,339.712918660287
2013-05-26,354.066985645933
2013-05-27,263.157894736842
2013-05-28,239.234449760766
2013-05-29,339.712918660287
2013-05-30,272.727272727273
2013-05-31,306.22009569378
2013-06-01,287.081339712919
2013-06-02,387.55980861244
2013-06-03,325.358851674641
2013-06-04,291.866028708134
2013-06-05,330.143540669856
2013-06-06,248.803827751196
2013-06-07,263.157894736842
2013-06-08,263.157894736842
2013-06-09,334.928229665072
2013-06-10,330.143540669856
2013-06-11,296.650717703349
2013-06-12,320.574162679426
2013-06-13,339.712918660287
2013-06-14,296.650717703349
2013-06-15,315.789473684211
2013-06-16,320.574162679426
2013-06-17,253.588516746411
2013-06-18,277.511961722488
2013-06-19,282.296650717703
2013-06-20,224.88038277512
2013-06-21,311.004784688995
2013-06-22,320.574162679426
2013-06-23,368.421052631579
2013-06-24,387.55980861244
2013-06-25,397.129186602871
2013-06-26,377.99043062201
2013-06-27,363.636363636364
2013-06-28,406.698564593301
2013-06-29,411.483253588517
2013-06-30,392.344497607656
2013-07-01,344.497607655502
2013-07-02,301.435406698565
2013-07-03,397.129186602871
2013-07-04,339.712918660287
2013-07-05,454.545454545455
2013-07-06,468.899521531101
2013-07-07,454.545454545455
2013-07-08,464.114832535885
2013-07-09,425.837320574163
2013-07-10,354.066985645933
2013-07-11,368.421052631579
2013-07-12,387.55980861244
2013-07-13,411.483253588517
2013-07-14,382.775119617225
2013-07-15,397.129186602871
2013-07-16,449.760765550239
2013-07-17,382.775119617225
2013-07-18,397.129186602871
2013-07-19,330.143540669856
2013-07-20,325.358851674641
2013-07-21,387.55980861244
2013-07-22,306.22009569378
2013-07-23,267.942583732057
2013-07-24,344.497607655502
2013-07-25,334.928229665072
2013-07-26,267.942583732057
2013-07-27,287.081339712919
2013-07-28,368.421052631579
2013-07-29,224.88038277512
2013-07-30,315.789473684211
2013-07-31,325.358851674641
2013-08-01,315.789473684211
2013-08-02,267.942583732057
2013-08-03,296.650717703349
2013-08-04,435.406698564593
2013-08-05,387.55980861244
2013-08-06,263.157894736842
2013-08-07,301.435406698565
2013-08-08,339.712918660287
2013-08-09,411.483253588517
2013-08-10,464.114832535885
2013-08-11,454.545454545455
2013-08-12,344.497607655502
2013-08-13,459.33014354067
2013-08-14,468.899521531101
2013-08-15,468.899521531101
2013-08-16,440.191387559809
2013-08-17,440.191387559809
2013-08-18,435.406698564593
2013-08-19,416.267942583732
2013-08-20,444.976076555024
2013-08-21,267.942583732057
2013-08-22,363.636363636364
2013-08-23,449.760765550239
2013-08-24,392.344497607656
2013-08-25,411.483253588517
2013-08-26,349.282296650718
2013-08-27,406.698564593301
2013-08-28,387.55980861244
2013-08-29,287.081339712919
2013-08-30,401.913875598086
2013-08-31,488.038277511962
2013-09-01,430.622009569378
2013-09-02,416.267942583732
2013-09-03,358.851674641148
2013-09-04,421.052631578947
2013-09-05,330.143540669856
2013-09-06,330.143540669856
2013-09-07,349.282296650718
2013-09-08,397.129186602871
2013-09-09,306.22009569378
2013-09-10,382.775119617225
2013-09-11,311.004784688995
2013-09-12,368.421052631579
2013-09-13,387.55980861244
2013-09-14,425.837320574163
2013-09-15,411.483253588517
2013-09-16,368.421052631579
2013-09-17,258.373205741627
2013-09-18,325.358851674641
2013-09-19,311.004784688995
2013-09-20,330.143540669856
2013-09-21,444.976076555024
2013-09-22,497.607655502392
2013-09-23,397.129186602871
2013-09-24,311.004784688995
2013-09-25,282.296650717703
